price,manufacturer,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
23399,merc, A Class,2018,Semi-Auto,2332,Petrol,145,53.3,1.3
13100,audi, A6,2013,Manual,32412,Diesel,125,57.6,2.0
11740,bmw, 3 Series,2014,Manual,81838,Diesel,125,57.6,2.0
17800,audi, Q5,2014,Automatic,41478,Diesel,200,47.1,2.0
30700,bmw, 1 Series,2019,Automatic,7381,Petrol,145,34.5,2.0
21990,audi, Q2,2018,Semi-Auto,13500,Petrol,145,54.3,1.4
12999,merc, A Class,2016,Manual,18593,Diesel,0,80.7,1.5
30888,audi, Q3,2020,Semi-Auto,525,Petrol,145,40.9,1.5
19000,bmw, X3,2017,Semi-Auto,33316,Diesel,150,54.3,2.0
16991,merc, M Class,2013,Semi-Auto,56979,Diesel,200,44.8,2.1
16410,bmw, 3 Series,2015,Automatic,35219,Diesel,145,56.5,3.0
43970,audi, A4,2020,Semi-Auto,3700,Diesel,145,39.2,3.0
37499,merc, CLS Class,2019,Semi-Auto,5680,Diesel,145,48.7,2.9
8750,bmw, X1,2013,Manual,80625,Diesel,160,51.4,2.0
31993,bmw, 1 Series,2019,Semi-Auto,6000,Petrol,145,34.5,2.0
27980,merc, C Class,2019,Semi-Auto,3846,Diesel,145,60.1,1.6
13490,merc, A Class,2014,Semi-Auto,41136,Diesel,20,64.2,2.1
15490,merc, E Class,2015,Semi-Auto,28002,Diesel,125,61.4,2.1
24749,merc, E Class,2019,Semi-Auto,10451,Diesel,145,72.4,2.0
31356,bmw, 4 Series,2019,Automatic,123,Petrol,145,48.7,2.0
22980,merc, A Class,2019,Semi-Auto,11464,Diesel,145,67.3,1.5
29990,audi, A5,2019,Automatic,10,Diesel,145,51.4,2.0
36500,audi, A5,2019,Automatic,500,Petrol,145,37.2,2.0
17999,merc, C Class,2015,Semi-Auto,15566,Petrol,125,50.4,2.0
23979,merc, B Class,2019,Semi-Auto,5425,Diesel,145,55.4,2.0
33450,bmw, X3,2019,Semi-Auto,2839,Diesel,145,54.3,2.0
16500,audi, A3,2019,Manual,5977,Petrol,145,48.7,1.0
8000,audi, A3,2016,Manual,96300,Diesel,20,68.9,2.0
48998,merc, E Class,2019,Semi-Auto,2669,Diesel,145,47.1,3.0
24850,bmw, 3 Series,2020,Semi-Auto,10,Diesel,145,52.3,2.0
24490,merc, E Class,2019,Semi-Auto,6762,Diesel,145,67.3,2.0
18500,audi, A3,2016,Automatic,33391,Petrol,200,42.8,1.8
14220,merc, C Class,2016,Semi-Auto,45868,Diesel,20,65.7,2.1
14000,audi, A5,2014,Manual,53460,Diesel,30,60.1,2.0
16600,merc, CL Class,2015,Manual,34336,Petrol,145,48.7,1.6
11500,merc, A Class,2016,Manual,45882,Diesel,0,80.7,1.5
23985,audi, Q3,2018,Semi-Auto,17085,Petrol,150,47.9,1.4
58995,audi, RS5,2019,Semi-Auto,3382,Petrol,145,30.1,2.9
28429,merc, A Class,2020,Semi-Auto,1000,Diesel,145,56.5,2.0
11795,audi, A5,2014,Manual,60670,Diesel,145,55.4,2.0
10695,bmw, 1 Series,2014,Automatic,64690,Diesel,30,64.2,2.0
16900,merc, C Class,2017,Automatic,37004,Diesel,30,61.4,2.1
21495,audi, A3,2018,Manual,8545,Diesel,145,53.3,1.6
18195,audi, A3,2018,Manual,19517,Petrol,145,54.3,1.5
53990,merc, C Class,2019,Automatic,2225,Petrol,145,28.5,4.0
16722,merc, A Class,2017,Manual,18894,Petrol,145,51.4,1.6
23490,merc, GLC Class,2017,Semi-Auto,40023,Diesel,150,56.5,2.1
31276,bmw, X3,2019,Automatic,7345,Petrol,145,30.4,2.0
25780,merc, E Class,2019,Semi-Auto,13319,Diesel,145,72.4,2.0
24990,audi, A3,2019,Semi-Auto,2346,Diesel,145,50.4,2.0
45991,audi, Q7,2019,Semi-Auto,28,Diesel,145,33.2,3.0
24284,bmw, X3,2016,Semi-Auto,15497,Diesel,145,54.3,2.0
21990,merc, E Class,2017,Semi-Auto,23966,Diesel,145,72.4,2.0
44491,merc, GLC Class,2020,Semi-Auto,4576,Diesel,145,40.9,2.0
14700,audi, A1,2016,Manual,23932,Diesel,20,72.4,1.6
11470,bmw, 1 Series,2016,Manual,18802,Diesel,0,83.1,1.5
19395,audi, Q2,2018,Automatic,9571,Petrol,145,54.3,1.4
27495,merc, GLC Class,2017,Automatic,36061,Diesel,145,56.5,2.1
34490,bmw, 6 Series,2020,Semi-Auto,5,Petrol,145,42.8,2.0
17000,merc, C Class,2017,Automatic,29905,Diesel,145,61.4,2.1
51000,bmw, M4,2018,Automatic,3033,Petrol,145,33.6,3.0
27450,bmw, 3 Series,2019,Manual,2039,Diesel,145,54.3,2.0
28495,merc, GLA Class,2016,Automatic,9884,Petrol,235,38.2,2.0
35162,merc, GLC Class,2019,Semi-Auto,4557,Diesel,150,44.8,2.0
61792,bmw, M5,2018,Automatic,5856,Petrol,145,26.9,4.4
29000,audi, Q3,2019,Automatic,14430,Petrol,150,31.7,2.0
16975,merc, C Class,2015,Automatic,42000,Diesel,30,61.4,2.1
16490,merc, M Class,2013,Automatic,70710,Diesel,300,39.2,3.0
16000,audi, A4,2016,Manual,29961,Diesel,20,70.6,2.0
26498,merc, GLC Class,2016,Automatic,30000,Diesel,125,56.5,2.1
42990,merc, A Class,2020,Semi-Auto,4001,Petrol,150,32.8,2.0
14495,audi, A1,2016,Manual,20905,Petrol,30,56.5,1.4
32170,bmw, 4 Series,2019,Automatic,3000,Petrol,145,41.5,3.0
17797,audi, A5,2016,Automatic,51235,Diesel,160,50.4,2.0
17541,bmw, 3 Series,2017,Automatic,24536,Petrol,145,48.7,2.0
18000,audi, Q5,2016,Automatic,71870,Diesel,200,47.1,2.0
55995,bmw, X6,2020,Semi-Auto,5000,Diesel,145,34.9,3.0
35900,bmw, X3,2019,Automatic,4078,Petrol,145,30.4,2.0
33680,merc, E Class,2019,Semi-Auto,9854,Petrol,145,40.4,2.0
25995,merc, GLA Class,2019,Semi-Auto,4538,Petrol,150,48.7,1.6
15991,bmw, 2 Series,2017,Semi-Auto,12887,Petrol,145,55.4,1.5
30495,merc, E Class,2018,Automatic,12250,Diesel,145,51.4,3.0
15750,bmw, 1 Series,2018,Automatic,8404,Petrol,150,37.2,1.5
14900,merc, C Class,2015,Automatic,35553,Diesel,20,65.7,2.1
19061,audi, A8,2013,Semi-Auto,37206,Petrol,325,29.7,4.0
42750,audi, A8,2019,Automatic,5000,Diesel,145,48.7,3.0
20900,audi, TT,2016,Semi-Auto,34890,Petrol,205,42.8,2.0
25699,merc, C Class,2019,Semi-Auto,15067,Diesel,145,61.4,2.0
19990,audi, A6,2017,Semi-Auto,33070,Diesel,145,64.2,2.0
18624,merc, GLA Class,2017,Automatic,24314,Diesel,145,64.2,2.1
21995,bmw, 1 Series,2019,Manual,4869,Petrol,150,44.8,1.5
10650,merc, A Class,2013,Manual,49000,Diesel,20,72.4,1.5
34849,merc, E Class,2019,Semi-Auto,15553,Diesel,145,48.7,3.0
15399,merc, A Class,2017,Automatic,14074,Diesel,145,74.3,1.5
15980,bmw, 2 Series,2015,Semi-Auto,41532,Diesel,125,61.4,2.0
18000,bmw, X1,2016,Semi-Auto,46354,Diesel,125,57.6,2.0
25855,merc, CL Class,2019,Semi-Auto,13908,Diesel,145,51.4,2.2
20498,bmw, 2 Series,2019,Semi-Auto,6195,Petrol,145,47.9,2.0
14699,bmw, 1 Series,2016,Automatic,22190,Diesel,20,68.9,1.5
24250,audi, A3,2020,Manual,4500,Diesel,145,52.3,1.6
23415,merc, C Class,2017,Semi-Auto,6955,Diesel,30,64.2,2.1
27995,bmw, X1,2019,Automatic,999,Petrol,145,35.3,2.0
29949,merc, C Class,2019,Semi-Auto,8208,Diesel,145,57.7,2.0
19999,merc, CL Class,2017,Semi-Auto,12000,Petrol,125,53.3,1.6
17950,merc, E Class,2015,Automatic,54000,Diesel,160,51.4,3.0
25450,bmw, 3 Series,2019,Semi-Auto,11208,Diesel,145,52.3,2.0
24444,audi, A3,2019,Semi-Auto,3140,Diesel,145,51.4,2.0
16299,merc, SLK,2016,Automatic,39820,Diesel,30,70.6,2.1
17990,merc, C Class,2014,Automatic,41011,Petrol,150,49.6,2.0
26990,audi, A4,2019,Manual,750,Petrol,145,39.2,2.0
18300,merc, CL Class,2017,Automatic,39962,Diesel,125,58.9,2.1
25780,merc, E Class,2019,Semi-Auto,14558,Diesel,145,72.4,2.0
7799,audi, A1,2013,Manual,35138,Petrol,125,53.3,1.4
20750,audi, Q3,2015,Semi-Auto,29916,Petrol,200,40.4,2.0
9995,merc, S Class,2010,Automatic,51238,Diesel,300,37.2,3.0
34995,audi, Q5,2019,Automatic,6400,Diesel,145,38.2,2.0
24100,merc, GLC Class,2017,Automatic,32894,Diesel,125,56.5,2.1
15000,merc, C Class,2017,Automatic,54700,Hybrid,0,78.5,2.1
37000,audi, A6,2019,Semi-Auto,2271,Petrol,145,34.0,2.0
10159,audi, A1,2016,Manual,31461,Diesel,0,76.3,1.6
36995,bmw, 5 Series,2019,Semi-Auto,6142,Petrol,145,39.2,3.0
24132,merc, C Class,2017,Semi-Auto,12586,Diesel,145,58.9,2.1
26989,bmw, 3 Series,2019,Semi-Auto,4026,Diesel,145,53.3,3.0
19950,audi, A6,2016,Semi-Auto,42165,Diesel,30,61.4,3.0
20498,audi, A5,2016,Semi-Auto,46512,Petrol,260,35.8,3.0
24450,bmw, 3 Series,2019,Manual,3340,Diesel,145,54.3,2.0
15500,audi, A3,2015,Manual,4984,Petrol,30,58.9,1.4
13587,merc, C Class,2017,Semi-Auto,61305,Diesel,150,65.7,1.6
11490,bmw, 1 Series,2016,Manual,40000,Diesel,30,65.7,2.0
17995,audi, A1,2018,Semi-Auto,15122,Petrol,150,55.4,1.4
45199,merc, C Class,2019,Semi-Auto,7635,Petrol,145,30.4,3.0
37995,audi, A6,2018,Manual,30,Diesel,145,39.2,3.0
13498,audi, A4,2016,Manual,30090,Petrol,125,53.3,1.4
21990,merc, E Class,2016,Automatic,32266,Diesel,160,51.4,3.0
22249,audi, Q3,2017,Automatic,21236,Petrol,200,42.2,2.0
25910,bmw, 4 Series,2019,Semi-Auto,5029,Petrol,145,48.7,2.0
12995,merc, SL CLASS,2007,Automatic,45000,Petrol,570,23.3,5.0
40899,merc, E Class,2019,Semi-Auto,3728,Diesel,145,46.3,3.0
28995,merc, C Class,2019,Automatic,4499,Diesel,145,64.2,2.0
22490,audi, A1,2019,Semi-Auto,1501,Petrol,145,44.8,1.5
19290,audi, TT,2016,Manual,25189,Petrol,150,47.1,1.8
22500,audi, A6,2016,Semi-Auto,26784,Diesel,150,54.3,2.0
28993,bmw, 2 Series,2020,Semi-Auto,500,Diesel,145,67.3,2.0
19880,bmw, 2 Series,2019,Semi-Auto,7916,Diesel,145,51.4,2.0
11500,bmw, 1 Series,2017,Manual,23787,Diesel,0,83.1,1.5
12500,audi, A1,2015,Manual,30500,Diesel,0,80.7,1.6
28000,audi, Q3,2019,Semi-Auto,5820,Diesel,145,47.1,2.0
24202,merc, C Class,2017,Automatic,20698,Diesel,145,67.3,2.1
17199,audi, A3,2020,Manual,609,Petrol,150,49.6,1.0
20944,merc, A Class,2018,Automatic,12786,Petrol,145,52.3,1.6
137995,audi, R8,2020,Semi-Auto,70,Petrol,145,21.1,5.2
39190,merc, GLC Class,2019,Semi-Auto,4335,Diesel,145,43.5,2.0
25995,bmw, 4 Series,2019,Automatic,1000,Diesel,145,65.7,2.0
13000,merc, E Class,2014,Semi-Auto,60500,Diesel,125,57.7,2.1
16000,bmw, 2 Series,2015,Semi-Auto,29788,Diesel,30,64.2,2.0
20995,bmw, 3 Series,2018,Semi-Auto,47386,Diesel,145,64.2,2.0
43900,bmw, 3 Series,2020,Automatic,11,Petrol,145,34.9,3.0
36850,merc, GLC Class,2018,Automatic,4841,Petrol,145,34.0,3.0
25890,merc, A Class,2019,Automatic,2858,Petrol,145,47.9,1.3
24500,audi, A4,2019,Automatic,6500,Petrol,145,42.8,2.0
29699,merc, C Class,2019,Semi-Auto,2228,Petrol,145,42.2,1.6
19799,merc, C Class,2019,Semi-Auto,14380,Petrol,145,46.3,1.5
16990,audi, A5,2014,Semi-Auto,43605,Petrol,300,34.9,3.0
30991,merc, CL Class,2019,Automatic,1953,Petrol,145,44.8,1.3
19499,merc, E Class,2017,Semi-Auto,28180,Diesel,150,72.4,2.0
11950,audi, A4,2014,Manual,60604,Diesel,20,67.3,2.0
23499,merc, C Class,2019,Automatic,14651,Petrol,145,44.1,1.5
16300,merc, GLA Class,2017,Manual,32681,Diesel,150,67.3,2.1
25399,merc, C Class,2018,Automatic,18257,Diesel,145,67.3,2.1
19990,audi, Q7,2013,Automatic,48000,Diesel,300,38.2,3.0
12931,merc, GLA Class,2018,Semi-Auto,46485,Diesel,150,64.2,2.1
29985,audi, A5,2019,Automatic,10,Diesel,145,51.4,2.0
16998,bmw, 3 Series,2017,Semi-Auto,8096,Petrol,145,51.4,2.0
23995,merc, GLA Class,2019,Automatic,2648,Petrol,145,37.2,1.6
19780,merc, C Class,2015,Automatic,15629,Diesel,125,60.1,2.1
23500,audi, Q3,2017,Semi-Auto,22133,Petrol,145,40.4,2.0
24640,merc, C Class,2019,Semi-Auto,14751,Diesel,145,61.4,2.0
22980,merc, E Class,2017,Semi-Auto,20425,Diesel,145,61.4,2.0
18980,bmw, 3 Series,2018,Semi-Auto,1600,Petrol,150,51.4,2.0
25790,audi, A7,2017,Automatic,40763,Diesel,160,52.3,3.0
20299,merc, C Class,2019,Semi-Auto,14144,Petrol,145,46.3,1.5
13491,merc, C Class,2014,Manual,56000,Diesel,20,68.9,2.1
36400,audi, A4,2020,Semi-Auto,3222,Diesel,145,44.1,2.0
15000,audi, A3,2016,Manual,41047,Diesel,30,65.7,2.0
16402,audi, A6,2016,Manual,38272,Diesel,30,64.2,2.0
17498,merc, CL Class,2015,Manual,15557,Petrol,125,50.4,1.6
17970,bmw, 5 Series,2015,Semi-Auto,29060,Diesel,145,53.3,3.0
12990,audi, TT,2014,Semi-Auto,45492,Diesel,165,51.4,2.0
16750,audi, A6,2015,Semi-Auto,42838,Diesel,30,64.2,2.0
33490,audi, Q3,2019,Manual,529,Diesel,145,40.9,2.0
22375,merc, GLA Class,2019,Automatic,13850,Diesel,145,67.3,2.1
35990,audi, A5,2019,Automatic,3466,Petrol,145,36.7,2.0
34590,bmw, 4 Series,2019,Automatic,999,Petrol,145,45.6,2.0
18980,bmw, X3,2015,Semi-Auto,33122,Diesel,205,47.9,3.0
19991,merc, GLA Class,2015,Semi-Auto,29087,Petrol,200,42.8,2.0
19700,merc, C Class,2017,Automatic,29516,Diesel,125,58.9,2.1
17300,bmw, 3 Series,2017,Automatic,27288,Petrol,150,46.3,2.0
33490,bmw, 6 Series,2020,Semi-Auto,101,Petrol,145,42.8,2.0
24399,merc, C Class,2019,Semi-Auto,13469,Diesel,145,58.9,2.0
13500,audi, A6,2014,Automatic,92160,Diesel,200,44.8,3.0
40995,merc, V Class,2019,Semi-Auto,7415,Diesel,145,45.6,2.2
20980,bmw, 2 Series,2019,Manual,1000,Petrol,145,52.3,1.5
30444,audi, A5,2019,Automatic,1500,Petrol,145,39.2,2.0
12990,bmw, 1 Series,2014,Manual,34902,Petrol,145,50.4,1.6
27400,audi, Q3,2018,Semi-Auto,13768,Petrol,145,40.4,2.0
74140,bmw, X7,2019,Semi-Auto,3300,Diesel,145,33.6,3.0
27799,merc, C Class,2017,Semi-Auto,9880,Petrol,150,43.5,2.0
11998,audi, A1,2014,Manual,23015,Petrol,20,60.1,1.4
17450,audi, A3,2017,Manual,27875,Petrol,145,60.1,1.4
22490,audi, A3,2019,Manual,3200,Petrol,145,42.2,1.5
23290,bmw, 2 Series,2019,Semi-Auto,2801,Petrol,145,47.9,2.0
17995,audi, Q3,2016,Semi-Auto,17989,Diesel,145,54.3,2.0
36990,bmw, 3 Series,2019,Semi-Auto,4314,Petrol,145,40.4,2.0
22390,merc, B Class,2020,Manual,150,Petrol,145,45.6,1.3
13742,merc, A Class,2016,Manual,30313,Diesel,20,72.4,1.5
19750,merc, V Class,2018,Manual,21059,Diesel,145,46.3,2.1
11750,merc, C Class,2014,Semi-Auto,77043,Diesel,20,64.2,2.1
15700,audi, A3,2017,Semi-Auto,26598,Petrol,30,58.9,1.4
24749,merc, E Class,2019,Semi-Auto,14218,Diesel,145,72.4,2.0
15495,merc, GLA Class,2014,Semi-Auto,60895,Diesel,145,55.4,2.1
17750,audi, Q3,2015,Manual,32850,Diesel,160,49.6,2.0
27950,merc, C Class,2019,Semi-Auto,6004,Diesel,145,54.3,2.0
32000,bmw, X2,2019,Semi-Auto,10,Petrol,145,34.0,2.0
33950,audi, A8,2017,Semi-Auto,4685,Diesel,145,50.4,3.0
27444,audi, A5,2019,Automatic,1500,Petrol,145,39.8,2.0
16999,audi, A3,2017,Manual,9676,Petrol,145,53.3,1.5
25005,audi, Q2,2019,Manual,3233,Petrol,145,39.2,1.5
19495,audi, Q3,2016,Automatic,15815,Diesel,145,51.4,2.0
18300,merc, CL Class,2017,Semi-Auto,31800,Diesel,20,67.3,2.1
18500,bmw, 3 Series,2017,Automatic,27139,Diesel,160,51.4,3.0
27000,bmw, 4 Series,2019,Semi-Auto,100,Diesel,145,65.7,2.0
25950,audi, Q3,2019,Manual,1000,Petrol,145,40.9,1.5
23222,bmw, 3 Series,2019,Semi-Auto,11010,Diesel,145,54.3,2.0
18749,merc, GLA Class,2018,Manual,20646,Diesel,145,64.2,2.1
20000,audi, A6,2017,Automatic,40930,Diesel,145,58.9,2.0
20980,bmw, X1,2018,Semi-Auto,29757,Diesel,150,60.1,2.0
16500,bmw, X1,2018,Manual,27041,Diesel,145,68.9,2.0
17800,merc, GLA Class,2016,Automatic,34092,Diesel,125,56.6,2.1
13895,audi, Q3,2013,Automatic,42000,Diesel,205,47.9,2.0
51990,audi, A7,2019,Automatic,11500,Diesel,145,38.2,3.0
30099,merc, GLC Class,2019,Semi-Auto,1934,Diesel,145,41.5,2.1
9399,audi, A4,2015,Manual,80973,Diesel,20,68.9,2.0
29999,merc, C Class,2019,Semi-Auto,6266,Diesel,145,57.7,2.0
34698,merc, GLE Class,2016,Semi-Auto,27229,Diesel,305,39.2,3.0
30980,merc, CL Class,2017,Semi-Auto,21831,Petrol,145,40.9,2.0
20299,merc, C Class,2019,Semi-Auto,14973,Diesel,145,61.4,2.0
19849,merc, C Class,2019,Semi-Auto,13977,Petrol,145,46.3,1.5
19997,bmw, 4 Series,2017,Semi-Auto,15333,Petrol,160,45.6,2.0
42980,merc, V Class,2019,Semi-Auto,1998,Diesel,145,37.7,2.0
17991,audi, Q3,2017,Manual,18909,Petrol,150,51.4,1.4
19450,merc, GLA Class,2017,Automatic,42932,Diesel,125,56.5,2.1
19250,merc, A Class,2018,Automatic,12451,Diesel,145,68.9,1.5
25291,merc, GLC Class,2017,Automatic,29312,Diesel,125,56.5,2.1
36985,audi, Q5,2019,Automatic,5135,Diesel,145,38.2,2.0
38000,merc, GLC Class,2019,Semi-Auto,3180,Diesel,145,40.9,2.0
18100,audi, A4,2017,Manual,17278,Petrol,145,48.7,1.4
13900,bmw, 5 Series,2016,Automatic,60187,Diesel,30,62.8,2.0
20460,bmw, 2 Series,2019,Manual,1250,Diesel,145,51.4,2.0
31870,bmw, M4,2016,Semi-Auto,21533,Petrol,300,34.0,3.0
19980,merc, C Class,2019,Semi-Auto,14568,Petrol,145,46.3,1.5
10991,bmw, 3 Series,2013,Manual,68067,Diesel,125,57.6,2.0
21000,bmw, X5,2013,Automatic,52000,Diesel,200,45.6,3.0
23985,audi, A3,2019,Automatic,10,Petrol,145,44.8,1.5
19394,merc, C Class,2019,Semi-Auto,14203,Petrol,145,46.3,1.5
35750,audi, Q3,2019,Automatic,4000,Petrol,145,32.1,2.0
20140,bmw, 3 Series,2018,Automatic,2674,Diesel,145,64.2,2.0
15990,bmw, 4 Series,2015,Automatic,67958,Diesel,160,51.4,3.0
32498,bmw, X5,2017,Automatic,22306,Diesel,145,47.1,3.0
3990,merc, SLK,2001,Automatic,69234,Petrol,325,30.7,2.0
48444,merc, GLE Class,2019,Automatic,8112,Diesel,145,36.7,3.0
18672,merc, A Class,2019,Automatic,15471,Diesel,145,65.7,1.5
60970,merc, S Class,2019,Automatic,1350,Diesel,145,48.7,3.0
28360,merc, GLE Class,2017,Automatic,28939,Diesel,145,42.8,3.0
12000,bmw, 2 Series,2016,Manual,37847,Petrol,125,53.3,1.5
16399,bmw, 3 Series,2016,Automatic,30894,Diesel,30,64.2,2.0
26580,bmw, 6 Series,2016,Semi-Auto,15668,Petrol,260,35.8,3.0
28500,bmw, M4,2015,Semi-Auto,40000,Petrol,305,34.0,3.0
11793,bmw, X3,2015,Automatic,113000,Diesel,145,54.3,2.0
8990,bmw, 3 Series,2012,Manual,64000,Diesel,145,55.4,2.0
10500,bmw, 2 Series,2015,Automatic,44056,Petrol,30,55.4,1.5
28150,bmw, X2,2019,Semi-Auto,6950,Diesel,145,58.9,2.0
33980,merc, E Class,2019,Semi-Auto,12928,Diesel,145,48.7,3.0
58450,merc, GLE Class,2020,Automatic,1159,Diesel,150,32.8,2.9
18998,bmw, 1 Series,2017,Manual,17888,Petrol,260,36.2,3.0
20995,bmw, 1 Series,2017,Semi-Auto,31544,Petrol,145,39.8,3.0
19998,merc, B Class,2018,Automatic,4340,Diesel,145,68.9,2.1
18000,audi, A1,2018,Automatic,21002,Petrol,150,55.4,1.4
17495,merc, GLA Class,2016,Semi-Auto,44499,Diesel,125,56.5,2.1
17999,merc, GLA Class,2016,Semi-Auto,35231,Diesel,125,56.6,2.1
20998,bmw, 3 Series,2018,Semi-Auto,28180,Petrol,145,48.7,2.0
29900,audi, A7,2017,Semi-Auto,14468,Diesel,145,52.3,3.0
19691,audi, Q3,2017,Semi-Auto,36852,Diesel,160,50.4,2.0
25800,audi, A5,2019,Automatic,2383,Petrol,145,39.8,2.0
32444,audi, Q3,2020,Semi-Auto,1445,Petrol,145,31.4,2.0
29199,merc, C Class,2019,Semi-Auto,1357,Petrol,145,46.3,1.5
29250,bmw, 3 Series,2019,Semi-Auto,8190,Diesel,145,48.7,2.0
24480,merc, GLC Class,2016,Semi-Auto,31730,Diesel,125,56.5,2.1
21940,merc, C Class,2019,Automatic,5149,Petrol,145,44.1,1.5
9800,bmw, 2 Series,2016,Manual,56812,Diesel,20,68.9,2.0
15998,bmw, 5 Series,2013,Semi-Auto,51063,Diesel,200,47.9,3.0
25354,audi, Q2,2019,Semi-Auto,1947,Diesel,145,44.8,1.6
29980,merc, GLC Class,2019,Semi-Auto,7286,Petrol,145,31.7,2.0
11990,bmw, 3 Series,2015,Manual,78053,Petrol,165,44.8,2.0
1495,merc, C Class,2004,Manual,119000,Petrol,300,34.5,1.8
63000,bmw, 8 Series,2020,Semi-Auto,3000,Diesel,145,40.4,3.0
28372,merc, E Class,2018,Semi-Auto,7410,Diesel,145,70.6,2.0
11552,bmw, 1 Series,2014,Semi-Auto,66449,Petrol,125,50.4,1.6
20990,merc, C Class,2017,Automatic,18000,Diesel,145,58.9,2.1
31116,bmw, X3,2019,Automatic,8813,Diesel,145,54.3,2.0
30795,audi, Q2,2020,Semi-Auto,1840,Petrol,145,34.5,2.0
35400,merc, GLC Class,2019,Automatic,6000,Diesel,145,44.8,2.0
36000,merc, CLS Class,2019,Semi-Auto,2352,Diesel,145,48.7,2.9
35000,audi, A6,2019,Automatic,4000,Diesel,145,47.9,2.0
14490,merc, A Class,2017,Semi-Auto,42670,Diesel,0,74.3,2.1
21999,merc, E Class,2018,Semi-Auto,26981,Diesel,145,65.7,2.0
11850,bmw, 1 Series,2017,Manual,29227,Petrol,125,53.3,1.5
25498,bmw, 5 Series,2017,Semi-Auto,20279,Hybrid,135,156.9,2.0
7995,merc, E Class,2010,Automatic,98000,Diesel,200,45.6,2.1
26302,audi, Q2,2019,Semi-Auto,3356,Diesel,145,44.8,1.6
32099,merc, C Class,2019,Semi-Auto,724,Diesel,145,64.2,2.0
37591,bmw, M3,2017,Semi-Auto,15770,Petrol,305,34.0,3.0
18990,bmw, 3 Series,2018,Automatic,42967,Petrol,150,48.7,2.0
18780,merc, A Class,2019,Semi-Auto,16757,Diesel,145,65.7,1.5
14400,merc, A Class,2015,Manual,27442,Diesel,20,70.6,1.5
27260,merc, GLE Class,2016,Semi-Auto,33177,Diesel,200,47.9,2.1
26350,audi, Q3,2019,Manual,3000,Diesel,145,42.8,2.0
4150,bmw, 3 Series,2009,Manual,125000,Diesel,125,60.1,2.0
35980,merc, CLS Class,2019,Automatic,6273,Diesel,145,48.7,2.9
20444,audi, Q2,2019,Manual,4667,Diesel,145,49.6,1.6
32990,audi, Q3,2019,Automatic,7118,Diesel,145,38.7,2.0
16491,audi, A3,2016,Manual,24950,Petrol,30,58.9,1.4
13400,bmw, 2 Series,2017,Automatic,49264,Diesel,150,62.8,2.0
19800,audi, Q5,2016,Semi-Auto,55224,Diesel,200,47.1,2.0
25599,merc, E Class,2019,Semi-Auto,9953,Diesel,145,72.4,2.0
13199,audi, A1,2018,Automatic,27264,Petrol,145,64.2,1.0
19500,audi, Q3,2016,Automatic,19005,Diesel,150,51.4,2.0
35562,merc, CL Class,2019,Automatic,17098,Petrol,145,40.9,2.0
35900,merc, GLC Class,2020,Automatic,4582,Diesel,145,44.8,2.0
19097,merc, A Class,2018,Semi-Auto,7456,Petrol,145,53.3,1.3
9685,merc, C Class,2013,Automatic,76950,Diesel,145,53.3,2.1
2880,merc, A Class,2006,Automatic,66000,Diesel,160,52.3,2.0
9791,merc, C Class,2015,Manual,90000,Diesel,20,65.7,2.1
18000,merc, C Class,2017,Automatic,16747,Diesel,145,60.1,2.1
23995,audi, Q5,2017,Semi-Auto,34000,Diesel,145,56.5,2.0
17462,merc, A Class,2017,Semi-Auto,22164,Diesel,145,70.6,2.1
16610,bmw, 5 Series,2017,Automatic,43316,Diesel,30,65.7,2.0
32444,audi, Q3,2020,Automatic,1500,Petrol,145,31.4,0.0
22000,bmw, X2,2019,Manual,4931,Petrol,145,41.5,1.5
13799,merc, E Class,2014,Semi-Auto,59874,Diesel,125,57.7,2.1
19995,audi, Q3,2017,Manual,18380,Petrol,145,49.6,1.4
25990,bmw, 1 Series,2018,Semi-Auto,6500,Petrol,150,32.5,3.0
18961,merc, A Class,2017,Semi-Auto,10351,Diesel,150,68.9,2.1
29750,merc, A Class,2017,Semi-Auto,14892,Petrol,200,40.9,2.0
26896,audi, A5,2019,Semi-Auto,8445,Petrol,145,39.8,2.0
22999,merc, GLA Class,2019,Semi-Auto,17471,Diesel,145,67.3,2.1
25748,merc, C Class,2018,Automatic,11626,Diesel,145,67.3,2.1
45000,audi, A4,2020,Semi-Auto,2500,Diesel,145,40.4,3.0
14998,audi, A4,2016,Semi-Auto,44603,Diesel,0,72.4,2.0
14990,merc, A Class,2018,Manual,41000,Diesel,145,68.9,1.5
29290,audi, Q3,2019,Manual,5000,Diesel,145,40.9,2.0
24491,bmw, 4 Series,2019,Semi-Auto,6462,Diesel,150,58.9,2.0
21400,merc, C Class,2019,Automatic,6000,Petrol,145,44.1,1.5
16500,merc, GLA Class,2017,Manual,31679,Diesel,145,67.3,2.1
9881,merc, C Class,2013,Automatic,50591,Petrol,160,46.3,1.6
66099,merc, GLC Class,2019,Semi-Auto,2918,Petrol,145,27.4,4.0
23450,audi, A3,2019,Semi-Auto,10122,Petrol,145,41.5,1.5
32990,bmw, X5,2017,Automatic,23010,Diesel,145,47.1,3.0
29612,merc, SL CLASS,2019,Automatic,8249,Petrol,145,47.1,2.0
34950,bmw, X3,2020,Semi-Auto,2500,Diesel,145,54.3,2.0
